dv_requested_item,category_item,segment_,mrc_description_entity_,legal_entity_description_entity_,goc___coe_dri_approval_,location_,do_you_require_a_server_within_dmz_ice_environment_,quantity_of_application_servers_,quantity_of_databases_,request_type_,app_upgrade_,what_is_your_application_name_,database_version_,database_size_,additional_database_space_,non_standard_settings_,db_request_type_,db_size_,db_server_type_,db_server_count_,additional_instructions_,character_set,national_character_set,block_size__kb_,select_required_collation_settings,do_you_need_a_replicated_copy_of_database_,additional_information,os_version,db_blueprint,edition,db_patch_level,source_order_guide,dv_category,dv_subcategory,dv_u_used_for,dv_u_status_reason,dv_u_criticality,dv_u_application_lifecycle,dv_u_type,dv_u_primary_sector,dv_u_coe,dv_u_primary_product_line,dv_u_ci_regions,dv_u_number_of_users,dv_u_externally_hosted,dv_u_owning_company,dv_u_sox,dv_u_pci,dv_u_gxp,dv_u_gxp_part11_annex11,dv_u_legal_hold,dv_u_samd,dv_u_privacy_classification,dv_u_data_classification,dv_u_darm,dv_u_dr_enabled
RITM000013174364,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Consumer,NA enterprise data center,No,0,1,SDDC factory migration,No,INCENTIVOS ANDEAN HUB - DEV,Oracle 11g Enterprise Edition,Small,0,"Non DBaaS
NLS_CHARACTERSET WE8ISO8859P1  NLS_NCHAR_CHARACTERSET AL16UTF16
db_block_size 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Decommission Pending,Non-Critical,NULL,Server,Consumer,Sales,Sales & Customer Development,LATAM,1-99,false,J&J Colombia,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013311767,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),NA - ASHBURN (Colocation),No,0,1,SDDC Factory Migration,No,HP TRIM - TEST,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Test,NULL,Critical,Maintain,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,J&J HCS USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013094573,SDDC database 1,Global Technology Services,MD&D UK,JOHNSON & JOHNSON MEDICAL LTD,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC factory migration,No,ECOUP - DEV,Oracle 11g Enterprise Edition,Small,0,"Non-DBaaS
Target Database NLS_Character Set: WE8MSWIN1252 
Target Database NLS_NCHAR_Character Set: AL16UTF16 
Target Database Block Size: 8192K",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core Rising,Platform,Medical Devices,SC Deliver,Supply Chain,EMEA,1-99,false,GMED,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012885154,SDDC database 1,Corporate,APSC Singapore,JOHNSON & JOHNSON PTE. LTD.,Consumer,ASPAC enterprise data center,No,0,1,Base business,NULL,WEBMETHODS ASPAC SHARED CNS DEV PLATFORM,Oracle 11g Enterprise Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Platform,Corporate,GTS,None Assigned,ASPAC,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014323262,SDDC database 1,Corporate,J&J World Headquarters,W125 JOHNSON & JOHNSON,Corporate (ETCS),NA enterprise data center,No,0,1,Organic Growth,NULL,LYNX-BI-DEV-GD5,SQL 2012 Standard Edition,Small,500,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,Make this DB for Development,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,BCA,NULL,Platform,Corporate,GTS,None Assigned,NA,N/A,false,JJ World Headqtrs US,false,false,false,false,true,false,NULL,NULL,false,false
RITM000013080304,SDDC database 1,DePuy Synthes,DePuy Orthopae Joint USA,"DEPUY SYNTHES SALES, INC.",Supply chain (including HCS),NA enterprise data center,No,1,1,New application,NULL,AIMS - QA,SQL 2012 Standard Edition,Medium,500,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Critical,Rising,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,DePuy Orthopaedics US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012891878,SDDC database 1,Infrastructure Services,J&J Brazil,JOHNSON & JOHNSON INDUSTRIAL LTDA.,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,No,IRASS - QA,SQL 2012 Standard Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Consumer,SC Quality,Supply Chain,LATAM,1-99,false,J&J Brazil,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013475823,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA - HEMEL HEMPSTEAD (Colocation),No,0,1,SDDC Factory Migration,Yes,WEB APPLICATION POMEZIA QA ENV,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Consumer,SC Make,Supply Chain,EMEA,100-999,false,Consumer Mfg Italy,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014033541,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",GTS,NA enterprise data center,No,0,1,Organic Growth,NULL,ACTIVE DIRECTORY - SCRIPT SERVERS,SQL 2014 Standard Edition,Large,150GB,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Vital,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013294453,SDDC database 1,Global Technology Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Corporate (ETCS),ASPAC enterprise data center,No,0,1,SDDC Factory Migration,No,HR2,SQL 2012 Enterprise Edition,Small,0,"Non DBAAS
Collation: Chinese_Taiwan_Stroke_CI_AS
Service Pack: SP3",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Sensitive,NULL,Server,Corporate,ITHR,ASPAC,ASPAC,1-99,false,Enterprise Business Solut,false,false,false,false,true,false,Personal Data Type 3,NULL,false,false
RITM000013206701,SDDC database 1,Janssen,Cilag CH-Schaff Operation,CILAG AG,Pharma,EMEA enterprise data center,No,0,1,Base business,NULL,FINANCE SERVICE-FIXED ASSET TOOL - QA,SQL 2012 Standard Edition,Small,100,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Pharma,JSC General,Supply Chain,EMEA,1-99,false,Cilag CH-Schaff Oper,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013044119,SDDC database 1,Global Technology Services,J&J Medical Japan,JOHNSON & JOHNSON K. K.,Medical devices,ASPAC enterprise data center,No,0,1,SDDC factory migration,Yes,MEDICAL JAPAN BI/DWH - DEV,SQL 2012 Standard Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,Non-Critical,Maintain,Server,Medical Devices,ASPAC,D&A,ASPAC,1-99,false,J&J Medical Japan,false,false,false,false,false,false,Personal Data Type 2,NULL,false,false
RITM000013333328,SDDC database 1,Global Technology Services,Janssen China,XIAN-JANSSEN PHARMACEUTICAL LTD.,Pharma,ASPAC enterprise data center,No,0,1,SDDC Factory Migration,No,JANCN_MOBILE SALES,SQL 2008 Standard Edition,Small,0,"Manual DB build
One Shanghai DC Site
Not DMZ
Please contact Vibhor Agarwal or Chandra Srinivasa for queries regarding this Shanghai request",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Pharma,Comm ASPAC,Collaboration & Productivity,ASPAC,"1,000-9,999",false,Janssen China,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013481817,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Pharma,NA enterprise data center,No,0,1,Organic Growth,NULL,TMS - TRIAL MASTER SOURCE - STG,Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,Decommission Pending,Non-Critical,Declining,Server,Pharma,R&D Research Other,Product Line Not Applicable,GLOBAL,100-999,false,Janssen Pharmaceuticals,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013427323,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Corporate (ETCS),NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,APPLICATION LIFE CYCLE MANAGEMENT (ALM),SQL 2012 Standard Edition,Large,0,NULL,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Core Rising,Server,Corporate,App Svcs,None Assigned,"NA, LATAM, EMEA, ASPAC","1,000-9,999",false,ITS - Global,false,false,true,true,true,false,NULL,NULL,false,false
RITM000014177784,SDDC database 1,Janssen,J&J HCS USA,JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC.,Supply chain (including HCS),NA enterprise data center,No,1,1,New Application,NULL,CCI CONTRACT OPTIMIZATION REVENUE EXCELLENCE - CORE  DEV,Oracle 12c Enterprise Edition,Large,1000,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Pending Install,Vital,NULL,Server,Pharma,JSC Deliver,Supply Chain,NA,100-999,false,J&J HCS USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012684512,SDDC database 1,Shared Services,NULL,NULL,Supply chain (including HCS),NULL,No,NULL,1,NULL,No,NULL,NULL,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Medical Devices,SC Quality,Supply Chain,NA,100-999,false,US Diabetes Care,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013225131,SDDC database 1,Global Technology Services,J&J World Headquarters,W105 ALBANY STREET LLC,GTS,NA enterprise data center,No,0,1,SDDC factory migration,No,EDISCOVERY BPM WORKFLOW,Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Vital,Core,Middleware,Corporate,GTS,None Assigned,NA,1-99,false,JJ World Headqtrs US,false,false,false,false,true,false,NULL,NULL,false,false
RITM000012799589,SDDC database 1,NULL,Vistakon USA,"JOHNSON & JOHNSON VISION CARE, INC.",Supply chain (including HCS),NA enterprise data center,No,0,1,Base business,NULL,DCS - DISTRIBUTION COMPUTER SYSTEM (SOX) DEV,SQL 2012 Standard Edition,Small,NULL,NULL,Standard,Small,Windows,1,"Details: 
Application Name : DCS - DISTRIBUTION COMPUTER SYSTEM (SOX) DEV 

Application ID : APP000010023851

Project Name : IN:40178 - Distribution improvement process (DCS) 

VM size : SMALL 
Windows OS : WINDOWS 2008 R2 
DB Version : SQL 2012 SP2 (STANDARD) 
Environment :Dev 
Region : Jacksonville JBlock region ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintaining,Server,Consumer,SC Deliver,Supply Chain,NA,NULL,false,Vistakon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013455341,SDDC database 1,Global Technology Services,J&J Colombia,JOHNSON & JOHNSON DE COLOMBIA S.A.,Consumer,NA enterprise data center,No,0,1,SDDC Factory Migration,No,CUOTA DE VENTAS COLOMBIA-VENEZUELA,Oracle 11g Enterprise Edition,Small,0,"CHAR Set: WE8ISO8859P1 
NCHAR Set requirements: AL16UTF16
DB Block Size Requirements: 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Consumer,Sales,Sales & Customer Development,LATAM,1-99,false,J&J Colombia,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012898590,SDDC database 1,Corporate,APSC Singapore,JOHNSON & JOHNSON PTE. LTD.,GTS,ASPAC enterprise data center,No,0,1,Base business,NULL,WEBMETHODS ASPAC SHARED CNS PRODUCTION PLATFORM,Oracle 12c Enterprise Edition,Large,NULL,NULL,Standard,Large,Linux,1,Web Method Database,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,NULL,Platform,Corporate,GTS,None Assigned,ASPAC,100-999,false,JJ World Headqtrs US,false,false,true,false,true,false,NULL,NULL,false,false
RITM000013999582,SDDC database 1,Global Technology Services,Advanced Steril Prod USA,CILAG ADVANCED TECHNOLOGIES GMBH,Supply chain (including HCS),NA enterprise data center,No,0,1,New Application,NULL,ASP SODRA-PROD,SQL 2012 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Website,Medical Devices,SC General,Supply Chain,NA,100-999,false,Adv Steril Prod,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013131415,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Corporate (ETCS),EMEA enterprise data center,No,0,1,SDDC factory migration,No,EAS TOOLSET,Oracle 12c Enterprise Edition,Small,0,"Non DBaaS
NLS_NCHAR_CHARACTERSET AL16UTF16 
NLS_CHARACTERSET WE8MSWIN1252
Block Size 8192",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintaining,Server,Corporate,App Svcs,GS Mgmt Systems,"NA, EMEA, ASPAC",100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012612453,SDDC database 1,NULL,J&J World Headquarters,NULL,NULL,NA enterprise data center,NULL,0,NULL,SDDC factory migration,NULL,AIP ALIGNMENTS - PROD,Oracle 11g Enterprise Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013133963,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),NA - ASHBURN (Colocation),No,0,1,SDDC factory migration,Yes,TASK MANAGER (TEST),SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Test,NULL,Non-Critical,Maintaining,Server,Consumer,SC General,Supply Chain,LATAM,1-99,false,J&J Colombia Mfg,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012671666,SDDC database 1,NULL,NULL,"W130 JOHNSON & JOHNSON SERVICES,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000012983729,SDDC database 1,Global Technology Services,Vistakon USA,"JOHNSON & JOHNSON VISION CARE, INC.",Consumer medical tech (CMT),NA enterprise data center,No,0,1,SDDC factory migration,No,JJVC CLINICAL DATA REPOSITORY - TEST/QA,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Consumer,N/A,CMD R&D,NA,1-99,false,Vistakon USA,false,false,true,true,false,false,NULL,Restricted,false,false
RITM000013094208,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,GTS,EMEA enterprise data center,No,0,1,Organic Growth,NULL,TIDAL ENTERPRISE SCHEDULER - 6 EU PROD,SQL 2012 Standard Edition,Small,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Core Rising,Server,Corporate,GTS,None Assigned,"ASPAC, EMEA","75,000+",false,JJ World Headqtrs US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013097596,SDDC database 1,Global Technology Services,DePuy Orthopae Joint USA,"DEPUY ORTHOPAEDICS, INC.",Medical devices,NA enterprise data center,No,0,1,SDDC factory migration,No,REGSTAT - DEV,Oracle 11g Enterprise Edition,Small,0,"Non DBaas
CHAR Set: WE8ISO8859P1 
NCHAR Set requirements: AL16UTF16 
DB Block Size Reequirements: 8192",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Medical Devices,NA,R&D_Regulatory_Affairs,NA,1-99,false,DePuy Orthopaedics US,false,false,false,false,false,false,NULL,Confidential,false,false
RITM000013518098,SDDC database 1,Consumer,J&J Canada,JOHNSON & JOHNSON INC.,Consumer,NA enterprise data center,No,1,1,Organic Growth,NULL,SMARTLAB E-NOTEBOOKS - PROD,Oracle 12c Enterprise Edition,Medium,200,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Core Rising,Server,Consumer,SC Quality,Supply Chain,NA,1-99,false,McNeil Cons Hlth USA,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013702986,SDDC database 1,Consumer,Manufacturing Helsingborg,MCNEIL AB,Consumer,EMEA enterprise data center,No,2,1,Organic Growth,NULL,NAVET-MCNEIL-R&D-HELSINGBORG-DEV,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Consumer,GPIQ-R&D,R&D,EMEA,1-99,false,Manufacturing Helsingborg,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013281118,SDDC database 1,Global Technology Services,J&J World Headquarters,W105 ALBANY STREET LLC,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,EFORM SYNTHES-PROD,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Website,Medical Devices,SC Plan,Supply Chain,"NA, EMEA, ASPAC",100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012847884,SDDC database 1,NULL,LifeScan Scotland,LIFESCAN SCOTLAND LIMITED,Supply chain (including HCS),EMEA enterprise data center,No,0,1,New application,NULL,BIOVIA DEV (INVERNESS),Oracle 12c Enterprise Edition,Medium,NULL,NULL,Standard,Medium,Linux,1,see Jira Task IDS-2265   BIOVIA (INVERNESS),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Vital,NULL,Server,Consumer,SC Make,Supply Chain,"EMEA, NA",1-99,false,Lifescan Scotland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013538190,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,Yes,NARCOTIC REGISTER - PROD,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Pharma,JSC Make,Supply Chain,EMEA,1-99,false,Jan-Cil Italy,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013042631,SDDC database 1,Global Technology Services,Advanced Steril Prod USA,CILAG ADVANCED TECHNOLOGIES GMBH,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,Yes,SOUTHSTAR-APPLICATION-TR,Oracle 11g Enterprise Edition,Medium,100 GB extra space on /oradata03 and /oradata04,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Training,Transformed,Non-Critical,Maintain,Server,Medical Devices,SC Quality,Supply Chain,NA,100-999,false,Adv Steril Prod,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012827089,SDDC database 1,NULL,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,0,1,SDDC factory migration,Yes,AWK - AFVAL WATER KAARTEN - QA,Oracle 12c Enterprise Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Pharma,Comm EMEA Beerse Campus,Product Line Not Applicable,EMEA,1-99,false,Janssen Belgium,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013040960,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Corporate (ETCS),NA enterprise data center,No,0,1,SDDC factory migration,No,GLOBAL TAX WAREHOUSE (GTW) - QA,SQL 2008 Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Critical,Maintain,Website,Corporate,ITGF,Tax,GLOBAL,1-99,false,Corporate Tax Department,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013475832,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,MANUFACTURING EXECUTION SERVICE-BEERSE CORE INTERFACE DISPATCHER - QA,Oracle 12c Enterprise Edition,Medium,0," Non DBaaS
 NLS_Character Set: WE8MSWIN1252
 NLS_NCHAR_Character Set: UTF8
 Block Size: 8192k
",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Declining,Server,Pharma,JSC Make,Supply Chain,EMEA,1-99,false,Janssen Belgium,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012876508,SDDC database 1,Infrastructure Services,J&J Brazil,JOHNSON & JOHNSON INDUSTRIAL LTDA.,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,No,IRASS - DEV,SQL 2012 Standard Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Consumer,SC Quality,Supply Chain,LATAM,1-99,false,J&J Brazil,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013359738,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,ENCASE DEV,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Vital,NULL,Server,Corporate,GTS,None Assigned,NA,N/A,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013920145,SDDC database 1,Ethicon,"Ethicon, LLC",P510 ETHICON LLC,Supply chain (including HCS),NA enterprise data center,No,0,1,New Application,NULL,ESTS-SL-QA,Oracle 12c Enterprise Edition,Medium,10,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Website,Medical Devices,SC Make,Supply Chain,NA,1-99,false,Ethicon LLC,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014298194,SDDC database 1,Janssen,J&J World Headquarters,W120 J&J MEDICAL DEVICES & DIAGNOSTICS GROUP-LATIN,Medical devices,NA enterprise data center,No,1,1,New Application,NULL,ENTERPRISE ARGENTINA - PROD,SQL 2012 Standard Edition,Small,1000,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,This SQL Database will be a staging SQL database to be used in the data archiving of the data from the application to INFORMATICA IML TOOL.,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,NULL,Server,Medical Devices,SC Deliver,Supply Chain,LATAM,1-99,false,J&J Medical Argentina,false,false,false,false,false,false,NULL,NULL,false,false
